n,m,fidelity_avg
2939,4,0.9950525789092911
2940,4,0.9950141494700976
2941,4,0.9949853273907024
2942,4,0.9950141494700977
2943,4,0.9950045421102993
2944,4,0.9949853273907027
2945,4,0.9949853273907026
2946,4,0.9950045421102993
2947,4,0.9949949347505008
2948,4,0.9949949347505008
2949,4,0.994946897951509
2950,4,0.9949853273907026
2951,4,0.9949757200309041
2952,4,0.9949949347505008
2953,4,0.9949757200309042
2954,4,0.9949949347505007
2955,4,0.9949661126711058
2956,4,0.9949661126711058
2957,4,0.9949661126711057
2958,4,0.9949661126711056
2959,4,0.9949468979515088
2960,4,0.9949565053113073
2961,4,0.9949661126711057
2962,4,0.9949949347505006
2963,4,0.9950045421102991
2964,4,0.9950237568298957
2965,4,0.9949949347505006
2966,4,0.9949853273907024
2967,4,0.9949565053113074
2968,4,0.9949372905917107
2969,4,0.9950141494700976
2970,4,0.9950045421102992
2971,4,0.9950045421102992
2972,4,0.9949949347505008
2973,4,0.9949949347505008
2974,4,0.9950045421102992
2975,4,0.9950141494700976
2976,4,0.995023756829896
2977,4,0.9950525789092911
2978,4,0.9950045421102992
2979,4,0.9950141494700977
2980,4,0.9949949347505008
2981,4,0.9950045421102992
2982,4,0.9949949347505007
2983,4,0.9949853273907024
2984,4,0.9949853273907023
2985,4,0.9950045421102991
2986,4,0.9950429715494927
2987,4,0.9950045421102992
2988,4,0.9950429715494926
2989,4,0.9950333641896942
2990,4,0.9950237568298957
2991,4,0.9950525789092908
2992,4,0.995081400988686
2993,4,0.9950717936288875
2994,4,0.9950717936288875
2995,4,0.9950333641896942
2996,4,0.995081400988686
2997,4,0.9950525789092909
2998,4,0.9950333641896941
2999,4,0.9950525789092908
3000,4,0.995004542110299
1,5,0.8435714172636687
2,5,0.820961113055881
3,5,0.8278802192333046
4,5,0.8431419142876803
5,5,0.8569480245342342
6,5,0.8751250272292538
7,5,0.8853841320414766
8,5,0.9013949653821541
9,5,0.9115913665728758
10,5,0.9215795680036968
11,5,0.9302223917187271
12,5,0.9362249369058222
13,5,0.9421019344222963
14,5,0.946826774373855
15,5,0.9497880900509541
16,5,0.9521424005110097
17,5,0.9543600840807941
18,5,0.9566851972655023
19,5,0.9599508934093808
20,5,0.9627006336330225
21,5,0.9645411510368264
22,5,0.9667499843125802
23,5,0.9685097371572586
24,5,0.9703271965593196
25,5,0.9722417762443919
26,5,0.9736592787366718
27,5,0.9747370571547628
28,5,0.9752133295008908
29,5,0.9758447085883163
30,5,0.9771678295464505
31,5,0.9780682128589757
32,5,0.9782587317052369
33,5,0.9794298092832806
34,5,0.980013732804265
35,5,0.980993708567012
36,5,0.981242105931918
37,5,0.9817175262868557
38,5,0.982363840369908
39,5,0.9826026970613756
40,5,0.9825553505898846
41,5,0.9834468485517186
42,5,0.9833516878125547
43,5,0.9842228110258292
44,5,0.9841369663894731
45,5,0.9843178183520185
46,5,0.9847755996932717
47,5,0.984982213861778
48,5,0.9851870271201282
49,5,0.9853920784079012
50,5,0.9857158667498261
51,5,0.9861950413768492
52,5,0.9866051366403292
53,5,0.9867410447391589
54,5,0.9870533101021531
55,5,0.9872243964814438
56,5,0.987373718442578
57,5,0.9874481872333597
58,5,0.9876621384359456
59,5,0.9878309508084817
60,5,0.9877453750081227
61,5,0.9878844976916868
62,5,0.9879885290562666
63,5,0.9883551192779476
64,5,0.9887224272872268
65,5,0.988756161799844
66,5,0.9890731059571802
67,5,0.9893439401406757
68,5,0.9895261983682405
69,5,0.9895094648521332
70,5,0.9896531982418935
71,5,0.9897132403368504
72,5,0.9897621206415849
73,5,0.9898795007010246
74,5,0.9899702268188139
75,5,0.9902038210751594
76,5,0.990323071739569
77,5,0.9904254419004986
78,5,0.9906234809571048
79,5,0.9908673657467072
80,5,0.9908818140079808
81,5,0.9910609379690208
82,5,0.9912594195197976
83,5,0.9912308315013013
84,5,0.9913121789655983
85,5,0.9911448005895485
86,5,0.9913521812223887
87,5,0.9916549244453318
88,5,0.9918030754267263
89,5,0.991859424290566
90,5,0.992047687745556
91,5,0.992174225403431
92,5,0.9921145739683987
93,5,0.99233656938668
94,5,0.9923891668501746
95,5,0.9923436990208192
96,5,0.9923855049545154
97,5,0.9924598654199847
98,5,0.9925552059362549
99,5,0.9928640700807242
100,5,0.9927155838441976
101,5,0.9928678729264239
102,5,0.9928482872278432
103,5,0.9930380544674866
104,5,0.9929782394231851
105,5,0.9930621771238702
106,5,0.9932078856272263
107,5,0.9932869200525538
108,5,0.9934173109882547
109,5,0.9934763937025682
110,5,0.9934876798150615
111,5,0.9935096945636285
112,5,0.9934698041337802
113,5,0.9934539776557466
114,5,0.993651713078617
115,5,0.9937177200798537
116,5,0.9937770334644092
117,5,0.9937418432646609
118,5,0.9935908588641796
119,5,0.9936462090918725
120,5,0.9937372371089204
121,5,0.9936679694549166
122,5,0.9937657816159352
123,5,0.9938229881230648
124,5,0.993899689552521
125,5,0.9939415109282604
126,5,0.9939848669050573
127,5,0.9939840393023804
128,5,0.9941576276858309
129,5,0.9941595976708336
130,5,0.9941785116311926
131,5,0.9941875194779339
132,5,0.9942929467179489
133,5,0.9943793873194058
134,5,0.9944053643337779
135,5,0.9943420443151201
136,5,0.9943492199603398
137,5,0.9943732499532643
138,5,0.9944534240963251
139,5,0.9944316869201384
140,5,0.9944343248644104
141,5,0.9945744602756351
142,5,0.9947147769561615
143,5,0.994733992343514
144,5,0.9946459039210334
145,5,0.9947370699448644
146,5,0.9947206311763227
147,5,0.9947603410046257
148,5,0.9946634478560507
149,5,0.9948346524574502
150,5,0.994963324238021
151,5,0.9949274420010884
152,5,0.9950245177480456
153,5,0.9949789811098442
154,5,0.9950557010903903
155,5,0.9950796164866909
156,5,0.9951497072966635
157,5,0.9952732672680752
158,5,0.9951566762655857
159,5,0.9952415990092972
160,5,0.9952136738698486
161,5,0.9951637143506256
162,5,0.9952230277351818
163,5,0.9952825981698528
164,5,0.9953856391779451
165,5,0.995352417404386
166,5,0.995340286920242
167,5,0.9952948196193104
168,5,0.9953022737279679
169,5,0.9954095090915895
170,5,0.9953901563652094
171,5,0.9954544451023737
172,5,0.9954820003686174
173,5,0.9954939930692803
174,5,0.9955589276932163
175,5,0.9954947047376713
176,5,0.9954806051595819
177,5,0.9954046198109823
178,5,0.9955710555127683
179,5,0.9956434672089169
180,5,0.9956096920727125
181,5,0.9955546417131995
182,5,0.9955906831469359
183,5,0.995574291419865
184,5,0.9956531185011392
185,5,0.9956912935548092
186,5,0.9957006926794968
187,5,0.9957621394606846
188,5,0.9957791770745275
189,5,0.9958508516974395
190,5,0.9959679238374095
191,5,0.9959009953738578
192,5,0.9959752615673276
193,5,0.99598984606185
194,5,0.9959710458070569
195,5,0.9960277221383986
196,5,0.9960229984981399
197,5,0.9960686508473252
198,5,0.9960921033996901
199,5,0.9960730958008438
200,5,0.9961036129574538
201,5,0.9961635260783686
202,5,0.9960965521321602
203,5,0.9960968297045408
204,5,0.9961277354745053
205,5,0.9961041440242996
206,5,0.996108705803162
207,5,0.9960945375555589
208,5,0.996180425685429
209,5,0.9961277125109503
210,5,0.9961325739346907
211,5,0.9962545077217028
212,5,0.9962569383219215
213,5,0.9963001368840305
214,5,0.9962713841419051
215,5,0.9962475160103769
216,5,0.9962854143827248
217,5,0.9963094211887922
218,5,0.9963358585950787
219,5,0.9963262050848679
220,5,0.9964100786381357
221,5,0.9964148939114635
222,5,0.9964242475534947
223,5,0.9964000788860308
224,5,0.9964025790468214
225,5,0.9964742064049614
226,5,0.9965076818962881
227,5,0.9964738597186138
228,5,0.9964357310386576
229,5,0.9963997787966996
230,5,0.9964526074588599
231,5,0.9964455004831541
232,5,0.9965558114427087
233,5,0.996642069445783
234,5,0.9966445696065737
235,5,0.9965966023681533
236,5,0.9966111627847608
237,5,0.9966208165182733
238,5,0.9966519073364914
239,5,0.99666380662197
240,5,0.9967142742444832
241,5,0.9967523576650847
242,5,0.9967550426508267
243,5,0.996757126564698
244,5,0.9967450422309659
245,5,0.9967211972862946
246,5,0.9967740029849
247,5,0.9967764799588336
248,5,0.9967791872403751
249,5,0.9968073857287982
250,5,0.9968385461075877
251,5,0.9968271308474844
252,5,0.9969088513729136
253,5,0.9969209127430899
254,5,0.9969347356398569
255,5,0.9969226047091087
256,5,0.9969203812296406
257,5,0.9969755484144972
258,5,0.9969949713692046
259,5,0.9969902022462892
260,5,0.9970475690560011
261,5,0.9970380310334724
262,5,0.9970452539434638
263,5,0.997021570860189
264,5,0.9970287012460541
265,5,0.9970574308013224
266,5,0.9970665532446877
267,5,0.9970644002168485
268,5,0.9970573385004973
269,5,0.9970623156352215
270,5,0.9970935221644235
271,5,0.9970524768534553
272,5,0.9970404154832787
273,5,0.9970308081234805
274,5,0.9970859521214803
275,5,0.997111859351979
276,5,0.997128943116234
277,5,0.9970640539749549
278,5,0.9970472239284671
279,5,0.9970665541357457
280,5,0.997045047490469
281,5,0.997045070677326
282,5,0.9970568310649633
283,5,0.9970951911668873
284,5,0.9970352089320045
285,5,0.9970782915598275
286,5,0.9970281246965521
287,5,0.9970400239820303
288,5,0.9970689385855522
289,5,0.9971527428015508
290,5,0.9971959411403579
291,5,0.99722221690855
292,5,0.9971432743395936
293,5,0.9971577894968461
294,5,0.9971313750541148
295,5,0.9971864958652572
296,5,0.9971385979641068
297,5,0.9972224019568032
298,5,0.9972080950346611
299,5,0.9971482746611751
300,5,0.9971864265279884
301,5,0.9971745040556528
302,5,0.9972823844149882
303,5,0.9972466163302259
304,5,0.9972630771712646
305,5,0.997267730359894
306,5,0.9973302591292814
307,5,0.9973327361032148
308,5,0.9974047103710045
309,5,0.9974263095404079
310,5,0.9974285089419614
311,5,0.9974331853174481
312,5,0.9974309165786251
313,5,0.9974954828881695
314,5,0.9974114704370605
315,5,0.9973705408370765
316,5,0.9973394036451443
317,5,0.9973609102904207
318,5,0.9973537799045559
319,5,0.9973153736522198
320,5,0.9973490573786569
321,5,0.9973996868625661
322,5,0.997397117364506
323,5,0.9974332316911622
324,5,0.9974405007515661
325,5,0.9974525389348854
326,5,0.9975076829328852
327,5,0.9975196979293475
328,5,0.9975243743048341
329,5,0.9974812221164397
330,5,0.9975387969379604
331,5,0.9975434735367492
332,5,0.9975172209554142
333,5,0.9975171284312876
334,5,0.9975244438654061
335,5,0.9975004138724817
336,5,0.9975508119344229
337,5,0.9975531731973721
338,5,0.9975722492424299
339,5,0.9975530808965475
340,5,0.9975459736975398
341,5,0.9975171284312877
342,5,0.9975457654624292
343,5,0.997543450349892
344,5,0.9975363895245987
345,5,0.9975794953392786
346,5,0.9976034559949337
347,5,0.9975771340763294
348,5,0.9975986870953207
349,5,0.9975987796194474
350,5,0.9976035485190609
351,5,0.9975651652302797
352,5,0.9975770645157581
353,5,0.99761794796533
354,5,0.9975101601301215
355,5,0.9975652811645659
356,5,0.9975723651767162
357,5,0.9976467238943127
358,5,0.9976491083441197
359,5,0.9975986639084636
360,5,0.9976249858270683
361,5,0.9976585999929339
362,5,0.9977161980013118
363,5,0.9976874220723289
364,5,0.9976612158647082
365,5,0.9976826067990011
366,5,0.9976730226260597
367,5,0.9976706613631101
368,5,0.9976706843266654
369,5,0.9976322317006148
370,5,0.9976489924098333
371,5,0.9976705915792369
372,5,0.9976465154358999
373,5,0.9976441077992362
374,5,0.9976535532976383
375,5,0.9976200316558993
376,5,0.9976584610950929
377,5,0.9976440384619665
378,5,0.9976608223580423
379,5,0.9976753145517399
380,5,0.99768246790116
381,5,0.9976824910880174
382,5,0.997670476091555
383,5,0.9976704529046977
384,5,0.9977064747072272
385,5,0.9977329123368154
386,5,0.9977208509666387
387,5,0.9976921445982275
388,5,0.9977015900966294
389,5,0.9977111742695709
390,5,0.9977375193750325
391,5,0.9977543264579654
392,5,0.9977279583889482
393,5,0.9977449737069919
394,5,0.9977161052538823
395,5,0.9977186517883874
396,5,0.9977160820670253
397,5,0.9977448809595632
398,5,0.9977759256273688
399,5,0.9977375887123021
400,5,0.9977063589962432
401,5,0.9977303889891675
402,5,0.9977567340946291
403,5,0.9977519420081586
404,5,0.9978072017171422
405,5,0.9977784489750164
406,5,0.9978047479300657
407,5,0.997778402824604
408,5,0.9977831949110746
409,5,0.9978070628193006
410,5,0.9978261850147707
411,5,0.997818962104779
412,5,0.9978382463849473
413,5,0.9978622300041575
414,5,0.9978526690180737
415,5,0.9978190548522081
416,5,0.9979029977427455
417,5,0.997864568303552
418,5,0.9978741756633503
419,5,0.997924620099006
420,5,0.997886352744511
421,5,0.9979031598274439
422,5,0.9978838755472753
423,5,0.9978693835768797
424,5,0.997890890222156
425,5,0.9979030209296024
426,5,0.9979174435627285
427,5,0.9979150127392076
428,5,0.9979294585591907
429,5,0.9979319819068388
430,5,0.9979343663566457
431,5,0.9979583038254434
432,5,0.997967980745813
433,5,0.9979846721177622
434,5,0.9979632579966121
435,5,0.9979392511905449
436,5,0.9979824033789393
437,5,0.9980111561210647
438,5,0.998018309470485
439,5,0.9980110865604934
440,5,0.9980182862836278
441,5,0.9980158322732494
442,5,0.9980374546295102
443,5,0.9980494928128295
444,5,0.9980279861675528
445,5,0.9980351858906872
446,5,0.9980688925806799
447,5,0.9980783148922249
448,5,0.9980878990651658
449,5,0.9980663692330323
450,5,0.9980663692330323
451,5,0.9980398854530314
452,5,0.9980038175000893
453,5,0.9979894642042327
454,5,0.9979991409013006
455,5,0.9979871029412833
456,5,0.998015925020678
457,5,0.9980253702957783
458,5,0.9979991872750146
459,5,0.9980278704565687
460,5,0.9980255091936193
461,5,0.9980493309514332
462,5,0.9980709996814078
463,5,0.9980807227521903
464,5,0.9980998449476604
465,5,0.9981381586758701
466,5,0.9981405199388196
467,5,0.9981237592296013
468,5,0.9981142443939295
469,5,0.9981262364268366
470,5,0.9981238749405849
471,5,0.9981045906604166
472,5,0.9980974141241392
473,5,0.9980613691347522
474,5,0.9980397235916346
475,5,0.998042061891029
476,5,0.9980348389810372
477,5,0.9980492152404491
478,5,0.9980276624447599
479,5,0.9980251852475245
480,5,0.9980684067731886
481,5,0.9980660223233819
482,5,0.9980612766106258
483,5,0.9980949139633488
484,5,0.9981044749494328
485,5,0.9981116746725673
486,5,0.9980733147939453
487,5,0.9980757224306093
488,5,0.9980564613372981
489,5,0.9981044981362902
490,5,0.9981069753335254
491,5,0.998106928959811
492,5,0.998078106880416
493,5,0.9981357974129205
494,5,0.998099752423534
495,5,0.9981213979666517
496,5,0.998133412963114
497,5,0.9980998681345179
498,5,0.9981165826933239
499,5,0.9981117442331386
500,5,0.9981237824164582
501,5,0.9981213979666516
502,5,0.998097483684711
503,5,0.998097483684711
504,5,0.9981022293974673
505,5,0.9980949833006184
506,5,0.998102183023753
507,5,0.9980829683041563
508,5,0.9980733609443577
509,5,0.998078129843971
510,5,0.9980733377575005
511,5,0.9980972520394414
512,5,0.998150104111761
513,5,0.9981261204925507
514,5,0.9981118367572656
515,5,0.998111767419996
516,5,0.9981598505927022
517,5,0.998157442956038
518,5,0.9981766344887775
519,5,0.9981839035491815
520,5,0.9982102950283576
521,5,0.9981959187689456
522,5,0.9982008729401146
523,5,0.9982128183760053
524,5,0.9981912192066018
525,5,0.9981863114091476
526,5,0.9981935111322819
527,5,0.9981983032187527
528,5,0.9981982568450384
529,5,0.998174250038971
530,5,0.9981982336581811
531,5,0.9982006644817022
532,5,0.9981934415717105
533,5,0.9981910107481895
534,5,0.9981910339350466
535,5,0.9981861954748615
536,5,0.9981693420182143
537,5,0.9981862648121309
538,5,0.9982053638207437
539,5,0.998200548547416
540,5,0.998159757845273
541,5,0.9981526274594081
542,5,0.9981670732793915
543,5,0.9981598503693998
544,5,0.9981478353729376
545,5,0.9981598503693998
546,5,0.9981958489850722
547,5,0.9981790187152821
548,5,0.998198233434879
549,5,0.9982053867842989
550,5,0.9982174481544758
551,5,0.9982462470470136
552,5,0.9982413624364163
553,5,0.9982174017807612
554,5,0.9982006178846856
555,5,0.9982149479936849
556,5,0.9982221940905337
557,5,0.9982127256285767
558,5,0.9982222866146608
559,5,0.9982270093638618
560,5,0.9982342554607107
561,5,0.9982462240834585
562,5,0.9982798614361813
563,5,0.9982510393567863
564,5,0.9982534701803072
565,5,0.9982174020040635
566,5,0.9982390243603241
567,5,0.9982582390799208
568,5,0.9982631007269629
569,5,0.9982318014503324
570,5,0.9982798846230385
571,5,0.9982678928134335
572,5,0.9982390936975934
573,5,0.9982631236905178
574,5,0.9982607392407113
575,5,0.9982607624275684
576,5,0.9982775463236441
577,5,0.9982607392407112
578,5,0.9982703697873668
579,5,0.998289515169694
580,5,0.998272684899904
581,5,0.9982871075330303
582,5,0.9982702540763831
583,5,0.9982726153393324
584,5,0.9982726848999037
585,5,0.9982534469934499
586,5,0.9982367092477865
587,5,0.9982606235297271
588,5,0.9982630775401055
589,5,0.9982534701803067
590,5,0.998246224083458
591,5,0.998241385623273
592,5,0.9982606003428697
593,5,0.9982461777097438
594,5,0.9982774074258028
595,5,0.9982894456091221
596,5,0.9983159064255679
597,5,0.9983303058718367
598,5,0.9983470897679125
599,5,0.9983470897679124
600,5,0.9983566275671393
601,5,0.9983181981279459
602,5,0.9983686425636014
603,5,0.9983638504771307
604,5,0.9983782499233997
605,5,0.9983926957433833
606,5,0.998402326290039
607,5,0.9983902881067196
608,5,0.9983806807469212
609,5,0.9983614660273246
610,5,0.9983663738247789
611,5,0.998378388821241
612,5,0.9983687582745856
613,5,0.9983615353645937
614,5,0.9983447050948039
615,5,0.9983375285585265
616,5,0.9983663506379217
617,5,0.9983735503610561
618,5,0.9983711659112495
619,5,0.9983662813006522
620,5,0.998373527397501
621,5,0.9983735503610561
622,5,0.9983639430012577
623,5,0.9983880193678965
624,5,0.998383227281426
625,5,0.9984048960114011
626,5,0.9984096649110143
627,5,0.9983808660184764
628,5,0.9983808196447621
629,5,0.998363989374972
630,5,0.9983736892588972
631,5,0.9984095492000307
632,5,0.9984239718331569
633,5,0.9984264719939475
634,5,0.9984048264508295
635,5,0.998414433810628
636,5,0.9984025113382926
637,5,0.998431264080418
638,5,0.998431264080418
639,5,0.9984215410096358
640,5,0.9984264256202332
641,5,0.9984480247896368
642,5,0.9984624242359056
643,5,0.9984792545056955
644,5,0.9984696703327544
645,5,0.9984576553362922
646,5,0.9984696703327544
647,5,0.9984600165992418
648,5,0.9984576321494348
649,5,0.9984528168761071
650,5,0.998433578969653
651,5,0.9984360329800313
652,5,0.9984145031478975
653,5,0.9984241336945529
654,5,0.9984120955112336
655,5,0.9984167950735773
656,5,0.9984287868831825
657,5,0.9984217028710318
658,5,0.9984120723243763
659,5,0.9984048726012419
660,5,0.9983928576047796
661,5,0.9984072338641914
662,5,0.9984288330335949
663,5,0.9984312638571159
664,5,0.9984384867671078
665,5,0.9984504553898558
666,5,0.9984528630265195
667,5,0.9984480477531917
668,5,0.9984480245663346
669,5,0.9984384403933935
670,5,0.9984265179210579
671,5,0.9984504322029986
672,5,0.9984216101236035
673,5,0.998428833033595
674,5,0.9984408480300572
675,5,0.9984192488606539
676,5,0.9984192488606536
677,5,0.9984336714937799
678,5,0.9984408712169144
679,5,0.9984456864902422
680,5,0.9984120491375195
681,5,0.9984360559435868
682,5,0.9984264485837883
683,5,0.9984168180371326
684,5,0.9984192256737962
685,5,0.9984024185908635
686,5,0.998424040947124
687,5,0.998412025950662
688,5,0.9984505017635698
689,5,0.9984384867671074
690,5,0.9984336251200653
691,5,0.9984504785767128
692,5,0.9984120491375192
693,5,0.998433810391621
694,5,0.998438625664949
695,5,0.998436218028285
696,5,0.998452932587091
697,5,0.9984505481372843
698,5,0.9984192952343682
699,5,0.9984457560508136
700,5,0.998452932587091
701,5,0.9984144799610406
702,5,0.9984264949575028
703,5,0.9984577014867045
704,5,0.9984361255041581
705,5,0.9984361255041581
706,5,0.9984264949575026
707,5,0.9984192488606536
708,5,0.9984120723243763
709,5,0.9984457328639563
710,5,0.9984361023173008
711,5,0.998416864410847
712,5,0.9984504785767127
713,5,0.9984336483069226
714,5,0.9984000109541998
715,5,0.9984096415008554
716,5,0.9984072338641915
717,5,0.9984432788535782
718,5,0.9984529094002338
719,5,0.9984577478604187
720,5,0.9984745781302088
721,5,0.9984697396700238
722,5,0.9984817546664861
723,5,0.9984841623031502
724,5,0.9984842086768645
725,5,0.9984962004864694
726,5,0.9984961772996119
727,5,0.998496293010596
728,5,0.9984962004864695
729,5,0.9984745549433516
730,5,0.9984961541127549
731,5,0.9985009461992256
732,5,0.9984697164831665
733,5,0.9984745317564944
734,5,0.9984889775764777
735,5,0.9984960847754855
736,5,0.9985080765850907
737,5,0.9984912231284434
738,5,0.9985032149380485
739,5,0.998515253121368
740,5,0.9984936075782502
741,5,0.9985079608741068
742,5,0.9985056689484267
743,5,0.998491292689015
744,5,0.9984912695021579
745,5,0.9984912463153008
746,5,0.998486431041973
747,5,0.9984984692252923
748,5,0.9984888386786367
749,5,0.9985176607580319
750,5,0.9984961309258982
751,5,0.9985296525676371
752,5,0.9985152299345108
753,5,0.9985128222978471
754,5,0.9985032149380487
755,5,0.9984936539519647
756,5,0.9985152994950824
757,5,0.9985249068548809
758,5,0.998536921851343
759,5,0.9985226149292009
760,5,0.9984841623031502
761,5,0.9985105537823261
762,5,0.9984913620262846
763,5,0.9984817778533436
764,5,0.9984865699398142
765,5,0.998457747860419
766,5,0.9984553402237552
767,5,0.9984769857668729
768,5,0.9984841854900075
769,5,0.998491408399999
770,5,0.9984986081231335
771,5,0.998489000763335
772,5,0.9985034233964614
773,5,0.9985130539431168
774,5,0.9985322686627137
775,5,0.9985130075694028
776,5,0.9985178228427304
777,5,0.9985226149292009
778,5,0.9985081922960749
779,5,0.9985082154829319
780,5,0.998486569939814
781,5,0.9984865931266712
782,5,0.9985082386697891
783,5,0.9985130771299742
784,5,0.9985202536662515
785,5,0.9985178692164447
786,5,0.9985034465833185
787,5,0.9985082618566462
788,5,0.9984986081231334
789,5,0.9985009925729401
790,5,0.998508215482932
791,5,0.9984890007633351
792,5,0.9985010157597972
793,5,0.9984912926890152
794,5,0.9984673320333601
795,5,0.9984816389555023
796,5,0.998481754666486
797,5,0.9984817778533434
798,5,0.998474578130209
799,5,0.9984793934035369
800,5,0.9984890239501923
801,5,0.9985082618566462
802,5,0.9985203464136801
803,5,0.9985226151525028
804,5,0.99852263833936
805,5,0.9985226151525028
806,5,0.9985418066852424
807,5,0.9985273608652591
808,5,0.998546598771713
809,5,0.9985466451454273
810,5,0.9985418298720996
811,5,0.9985658830518812
812,5,0.9985201843289817
813,5,0.9984913854364439
814,5,0.998520207515839
815,5,0.9985105537823262
816,5,0.9985130077927044
817,5,0.9985106001560404
818,5,0.9985058080695697
819,5,0.9985105537823259
820,5,0.9985009464225276
821,5,0.9985081461456622
822,5,0.9985081693325195
823,5,0.9985081461456623
824,5,0.9985249764154523
825,5,0.9984986313099908
826,5,0.998496223673327
827,5,0.9985081693325196
828,5,0.9985177766923181
829,5,0.9985226383393604
830,5,0.9985082850435035
831,5,0.9985251153132936
832,5,0.9985082618566464
833,5,0.9985371071228988
834,5,0.998539422235436
835,5,0.9985586601418899
836,5,0.9985370145987719
837,5,0.9985442375087635
838,5,0.9985322688860157
839,5,0.9985322688860158
840,5,0.9985370841593435
841,5,0.9985107158670247
842,5,0.998517892403302
843,5,0.9985467376695543
844,5,0.9985274997631002
845,5,0.9985395147595627
846,5,0.9985634522283603
847,5,0.998573105961873
848,5,0.9985658830518814
849,5,0.9985706751383521
850,5,0.9985562293183686
851,5,0.998568267501688
852,5,0.9985154847666379
853,5,0.9985130771299743
854,5,0.9985058542199825
855,5,0.9985154152060667
856,5,0.9985226381160583
857,5,0.9985322454758568
858,5,0.9985274533893861
859,5,0.9985346531125207
860,5,0.9985370607491846
861,5,0.9985418760225124
862,5,0.9985610907421091
863,5,0.998582736285227
864,5,0.9985730825517141
865,5,0.9985755365620923
866,5,0.9985442604723188
867,5,0.9985274070156717
868,5,0.9985225917423439
869,5,0.998505784659411
870,5,0.9985201841056798
871,5,0.9985346531125203
872,5,0.9985514833823101
873,5,0.9985586831054447
874,5,0.9985586831054447
875,5,0.9985250225658648
876,5,0.9985299767370336
877,5,0.9985251614637061
878,5,0.9985251382768484
879,5,0.9985419453597815
880,5,0.9985395145362604
881,5,0.9985634520050581
882,5,0.9985585673944607
883,5,0.9985465755848558
884,5,0.9985609982179819
885,5,0.9985730132144441
886,5,0.9985681979411163
887,5,0.9985778053009148
888,5,0.9985537521211331
889,5,0.9985802129375784
890,5,0.998589843484234
891,5,0.9985731057385708
892,5,0.9985970200205115
893,5,0.998572990027587
894,5,0.9985777821140576
895,5,0.9985777357403433
896,5,0.9985585442076036
897,5,0.9985753744773934
898,5,0.9985609750311245
899,5,0.998580166563864
900,5,0.9985585442076033
901,5,0.9986042429305027
902,5,0.9985946123838471
903,5,0.9985753512905361
904,5,0.9985801433770068
905,5,0.9985777589272
906,5,0.99859458919699
907,5,0.9985897739236622
908,5,0.9985873894738556
909,5,0.9985777589272001
910,5,0.9985921815603264
911,5,0.9985969736467968
912,5,0.9985945891969901
913,5,0.9985921815603263
914,5,0.9985922047471835
915,5,0.998582574200528
916,5,0.9985705360172084
917,5,0.9985945891969902
918,5,0.998599427657175
919,5,0.9986090350169736
920,5,0.9986162579269655
921,5,0.9986162579269653
922,5,0.998601812106982
923,5,0.9985969968336541
924,5,0.9986162347401081
925,5,0.9985945891969901
926,5,0.9986018121069818
927,5,0.9986138271034439
928,5,0.9986234344632423
929,5,0.9986210268265785
930,5,0.9986162115532506
931,5,0.9986066041934522
932,5,0.9985921583734688
933,5,0.998592158373469
934,5,0.9985993812834606
935,5,0.9985705128303513
936,5,0.9985729204670151
937,5,0.9986041733699311
938,5,0.9985969272730822
939,5,0.9986113730930655
940,5,0.9985969504599395
941,5,0.9985897739236623
942,5,0.9986017889201244
943,5,0.9985993812834606
944,5,0.9986090350169733
945,5,0.9986114194667799
946,5,0.998633088196755
947,5,0.9986403111067466
948,5,0.9986210732002928
949,5,0.9986186655636289
950,5,0.9986282729234272
951,5,0.9986354958334188
952,5,0.9986234576500995
953,5,0.998613827103444
954,5,0.9985873894738556
955,5,0.998601835293839
956,5,0.9986066505671668
957,5,0.9985970200205112
958,5,0.9986042197436458
959,5,0.9985922047471835
960,5,0.9985969968336541
961,5,0.9986090118301164
962,5,0.9985946123838475
963,5,0.9986018352938391
964,5,0.9986138734771585
965,5,0.9986138502903014
966,5,0.9986042661173601
967,5,0.9985970432073686
968,5,0.9985970432073684
969,5,0.9985826205742424
970,5,0.9985970432073684
971,5,0.9985993119461911
972,5,0.9985824584895442
973,5,0.998584981837192
974,5,0.9985681747542591
975,5,0.9985801665638643
976,5,0.9985609286574104
977,5,0.9985657439307383
978,5,0.9985681747542593
979,5,0.9985898202973771
980,5,0.9985946123838478
981,5,0.9986066273803101
982,5,0.9986114426536378
983,5,0.9986018584806965
984,5,0.9986162811138226
985,5,0.9986017659565697
986,5,0.9986089656797041
987,5,0.9985874590344274
988,5,0.9986017659565695
989,5,0.9986041967800905
990,5,0.9986210270498803
991,5,0.9986258423232082
992,5,0.9986282035861579
993,5,0.9986258191363512
994,5,0.998628226773015
995,5,0.9986330188594855
996,5,0.9986282267730151
997,5,0.9986450338559478
998,5,0.9986426262192841
999,5,0.9986450106690906
1000,5,0.9986305880359647
1001,5,0.9986353801224352
1002,5,0.9986425566587125
1003,5,0.9986401722089057
1004,5,0.9986257495757795
1005,5,0.998616119029124
1006,5,0.9986161422159813
1007,5,0.9986209343024519
1008,5,0.9986401953957631
1009,5,0.9986185266657882
1010,5,0.9986041272195193
1011,5,0.9986089656797041
1012,5,0.9986041504063763
1013,5,0.9986233651259732
1014,5,0.9986137113924604
1015,5,0.998587250576015
1016,5,0.9985920890362
1017,5,0.9986113269426539
